id,public_donor_tag,blood_group,district,state,latitude,longitude,phone_masked,last_donation_date,is_eligible,total_donations,emergency_donor_opt_in,response_probability
1064,DONOR-DE-01064,AB-,Delhi,Delhi,28.5863,77.24155,+91 ******2722,2026-06-13,False,14,True,0.79
1065,DONOR-HA-01065,A+,Gurugram,Haryana,28.4183,77.04901,+91 ******9807,2026-02-16,True,12,True,0.74
1066,DONOR-DE-01066,AB-,Delhi,Delhi,28.57498,77.25371,+91 ******5320,2026-07-16,False,12,True,0.92
1067,DONOR-KA-01067,A-,Bengaluru,Karnataka,12.99147,77.63709,+91 ******8548,2025-10-29,True,3,True,0.7
1068,DONOR-WE-01068,B-,Kolkata,West Bengal,22.58629,88.38072,+91 ******9644,2025-11-29,True,10,True,0.81
1069,DONOR-KA-01069,AB+,Bengaluru,Karnataka,12.95379,77.61769,+91 ******2504,2026-04-30,True,13,False,0.68
1070,DONOR-MA-01070,A-,Mumbai,Maharashtra,19.09195,72.90123,+91 ******2278,2026-05-10,True,8,False,0.65
1071,DONOR-MA-01071,AB-,Mumbai,Maharashtra,19.07282,72.86621,+91 ******2712,2025-12-17,True,4,True,0.9
1072,DONOR-TE-01072,A-,Hyderabad,Telangana,17.41105,78.46788,+91 ******3523,2026-01-03,True,3,False,0.77
1073,DONOR-TA-01073,A-,Chennai,Tamil Nadu,13.11949,80.27205,+91 ******4079,2026-01-31,True,5,True,0.88
1074,DONOR-UT-01074,A+,Noida,Uttar Pradesh,28.50023,77.42862,+91 ******4941,2026-06-28,False,8,False,0.66
1075,DONOR-TA-01075,AB-,Chennai,Tamil Nadu,13.0679,80.23253,+91 ******2377,2025-11-15,True,7,False,0.78
1076,DONOR-WE-01076,A-,Kolkata,West Bengal,22.57339,88.31922,+91 ******7058,2026-04-06,True,1,True,0.89
1077,DONOR-WE-01077,O-,Kolkata,West Bengal,22.54199,88.33284,+91 ******5520,2026-05-25,True,9,True,0.87
1078,DONOR-MA-01078,AB+,Mumbai,Maharashtra,19.1219,72.84966,+91 ******1584,2026-07-27,False,4,False,0.68
1079,DONOR-MA-01079,O+,Mumbai,Maharashtra,19.11426,72.89765,+91 ******7421,2026-01-28,True,2,False,0.92
1080,DONOR-KA-01080,AB+,Bengaluru,Karnataka,12.97112,77.5617,+91 ******6695,2026-05-11,True,12,True,0.89
1081,DONOR-UT-01081,AB+,Noida,Uttar Pradesh,28.50401,77.43178,+91 ******8811,2025-10-09,True,14,True,0.73
1082,DONOR-TE-01082,B+,Hyderabad,Telangana,17.40314,78.45336,+91 ******8458,2026-03-06,True,1,True,0.79
1083,DONOR-DE-01083,A+,Delhi,Delhi,28.58165,77.18538,+91 ******3797,2026-07-15,False,10,True,0.81
1084,DONOR-DE-01084,A+,Delhi,Delhi,28.61273,77.18375,+91 ******1740,2026-06-28,False,10,True,0.75
1085,DONOR-MA-01085,A-,Mumbai,Maharashtra,19.07853,72.84443,+91 ******2538,2026-06-09,True,5,True,0.76
1086,DONOR-TA-01086,AB+,Chennai,Tamil Nadu,13.10618,80.31968,+91 ******8970,2026-04-14,True,6,True,0.92
1087,DONOR-KA-01087,A-,Bengaluru,Karnataka,12.99262,77.63374,+91 ******8935,2025-09-18,True,5,True,0.89
1088,DONOR-DE-01088,AB-,Delhi,Delhi,28.57869,77.20003,+91 ******3320,2026-05-03,True,8,False,0.84
1089,DONOR-WE-01089,A-,Kolkata,West Bengal,22.55854,88.38834,+91 ******7189,2026-05-16,True,5,True,0.87
1090,DONOR-TA-01090,AB-,Chennai,Tamil Nadu,13.13143,80.30831,+91 ******5346,2026-05-26,True,6,True,0.79
1091,DONOR-KA-01091,A-,Bengaluru,Karnataka,12.95253,77.54871,+91 ******6624,2025-11-30,True,7,True,0.84
1092,DONOR-TE-01092,O-,Hyderabad,Telangana,17.36384,78.53365,+91 ******3410,2025-12-11,True,11,False,0.97
1093,DONOR-HA-01093,O-,Gurugram,Haryana,28.43986,77.00543,+91 ******1255,2026-03-26,True,1,False,0.92
1094,DONOR-UT-01094,A+,Noida,Uttar Pradesh,28.49082,77.37158,+91 ******6771,2026-01-15,True,1,False,0.77
1095,DONOR-KA-01095,A-,Bengaluru,Karnataka,13.00013,77.5948,+91 ******3540,2025-11-09,True,12,False,0.98
1096,DONOR-MA-01096,A+,Mumbai,Maharashtra,19.06921,72.91953,+91 ******4585,2026-03-28,True,8,True,0.73
1097,DONOR-WE-01097,AB+,Kolkata,West Bengal,22.56486,88.41059,+91 ******5280,2026-07-04,False,10,True,0.84
1098,DONOR-TE-01098,B+,Hyderabad,Telangana,17.41544,78.45062,+91 ******5096,2026-05-13,True,7,True,0.75
1099,DONOR-UT-01099,B+,Noida,Uttar Pradesh,28.51523,77.43371,+91 ******9942,2025-12-30,True,7,True,0.93
1100,DONOR-UT-01100,AB-,Noida,Uttar Pradesh,28.49936,77.38519,+91 ******9254,2026-03-16,True,8,True,0.8
1101,DONOR-WE-01101,A-,Kolkata,West Bengal,22.56873,88.40516,+91 ******7896,2026-08-10,False,13,False,0.95
1102,DONOR-MA-01102,AB+,Mumbai,Maharashtra,19.08403,72.86501,+91 ******9900,2025-10-10,True,1,True,0.78
1103,DONOR-WE-01103,A+,Kolkata,West Bengal,22.58961,88.36018,+91 ******8540,2025-12-01,True,2,False,0.92
1104,DONOR-UT-01104,AB-,Noida,Uttar Pradesh,28.51885,77.35074,+91 ******8888,2026-03-28,True,14,False,0.89
1105,DONOR-DE-01105,B+,Delhi,Delhi,28.63406,77.21063,+91 ******9115,2025-11-09,True,4,True,0.86
1106,DONOR-HA-01106,B-,Gurugram,Haryana,28.43959,77.00769,+91 ******8945,2026-08-20,False,2,False,0.7
1107,DONOR-UT-01107,A+,Noida,Uttar Pradesh,28.53748,77.36572,+91 ******8761,2026-07-01,False,14,True,0.78
1108,DONOR-UT-01108,AB+,Noida,Uttar Pradesh,28.51549,77.38937,+91 ******4849,2026-05-21,True,14,True,0.79
1109,DONOR-UT-01109,B-,Noida,Uttar Pradesh,28.52874,77.40462,+91 ******3321,2026-05-21,True,3,True,0.88
1110,DONOR-MA-01110,O-,Mumbai,Maharashtra,19.07362,72.8567,+91 ******2638,2025-09-16,True,6,True,0.78
1111,DONOR-UT-01111,AB+,Noida,Uttar Pradesh,28.5319,77.42235,+91 ******1458,2026-06-09,True,8,False,0.78
1112,DONOR-KA-01112,A+,Bengaluru,Karnataka,12.92501,77.60964,+91 ******8282,2025-09-21,True,6,True,0.8
1113,DONOR-TA-01113,B-,Chennai,Tamil Nadu,13.06039,80.31888,+91 ******9202,2026-02-21,True,6,True,0.82
1114,DONOR-UT-01114,O-,Noida,Uttar Pradesh,28.50295,77.35614,+91 ******6558,2025-09-22,True,12,True,0.7
1115,DONOR-KA-01115,O+,Bengaluru,Karnataka,13.01395,77.55142,+91 ******8925,2025-09-27,True,8,True,0.71
1116,DONOR-KA-01116,O+,Bengaluru,Karnataka,12.93454,77.57701,+91 ******6703,2025-10-30,True,2,False,0.93
1117,DONOR-HA-01117,AB-,Gurugram,Haryana,28.43267,77.04313,+91 ******8805,2025-12-11,True,13,False,0.9
1118,DONOR-MA-01118,A-,Mumbai,Maharashtra,19.03654,72.91578,+91 ******7882,2026-02-08,True,1,True,0.69
1119,DONOR-UT-01119,B+,Noida,Uttar Pradesh,28.52965,77.37843,+91 ******1482,2025-10-04,True,6,False,0.8
1120,DONOR-HA-01120,AB+,Gurugram,Haryana,28.50839,77.03398,+91 ******4206,2026-05-13,True,8,True,0.74
1121,DONOR-MA-01121,A-,Mumbai,Maharashtra,19.10022,72.87111,+91 ******4150,2025-11-26,True,10,False,0.97
1122,DONOR-UT-01122,O+,Noida,Uttar Pradesh,28.50585,77.422,+91 ******6891,2026-08-21,False,10,True,0.67
1123,DONOR-HA-01123,O-,Gurugram,Haryana,28.47774,77.07237,+91 ******9653,2025-09-29,True,4,True,0.84
1124,DONOR-TA-01124,A-,Chennai,Tamil Nadu,13.08279,80.25635,+91 ******3258,2025-11-10,True,8,True,0.77
1125,DONOR-UT-01125,A-,Noida,Uttar Pradesh,28.54242,77.35372,+91 ******5886,2025-12-02,True,2,True,0.67
1126,DONOR-TE-01126,O+,Hyderabad,Telangana,17.33725,78.51883,+91 ******5118,2026-03-28,True,12,True,0.94
1127,DONOR-HA-01127,AB+,Gurugram,Haryana,28.50631,76.98408,+91 ******4955,2025-11-02,True,7,True,0.83
1128,DONOR-UT-01128,A+,Noida,Uttar Pradesh,28.54378,77.43469,+91 ******1491,2026-04-11,True,6,True,0.72
1129,DONOR-DE-01129,B-,Delhi,Delhi,28.57783,77.21371,+91 ******2021,2026-03-08,True,8,False,0.96
1130,DONOR-DE-01130,O-,Delhi,Delhi,28.59848,77.16608,+91 ******2320,2026-01-22,True,3,False,0.66
1131,DONOR-DE-01131,O-,Delhi,Delhi,28.61356,77.18152,+91 ******8069,2026-02-25,True,5,True,0.94
1132,DONOR-MA-01132,O+,Mumbai,Maharashtra,19.02814,72.83324,+91 ******9752,2026-05-15,True,11,True,0.66
1133,DONOR-TA-01133,O+,Chennai,Tamil Nadu,13.03791,80.29727,+91 ******8040,2026-06-20,False,9,False,0.79
1134,DONOR-TE-01134,B-,Hyderabad,Telangana,17.37018,78.47101,+91 ******4902,2026-07-25,False,2,True,0.72
1135,DONOR-DE-01135,A-,Delhi,Delhi,28.66299,77.16049,+91 ******1931,2026-04-18,True,1,False,0.71
1136,DONOR-DE-01136,B+,Delhi,Delhi,28.59531,77.21924,+91 ******5790,2026-04-20,True,10,True,0.87
1137,DONOR-UT-01137,AB-,Noida,Uttar Pradesh,28.49314,77.43484,+91 ******9108,2026-05-10,True,14,False,0.89
1138,DONOR-TE-01138,AB+,Hyderabad,Telangana,17.41302,78.46597,+91 ******5001,2025-09-23,True,6,True,0.82
1139,DONOR-DE-01139,AB+,Delhi,Delhi,28.59856,77.20008,+91 ******8966,2025-10-09,True,2,False,0.7
1140,DONOR-MA-01140,B+,Mumbai,Maharashtra,19.05649,72.883,+91 ******7101,2026-06-22,False,1,True,0.88
1141,DONOR-TA-01141,AB+,Chennai,Tamil Nadu,13.128,80.22283,+91 ******5428,2026-08-06,False,10,True,0.92
1142,DONOR-UT-01142,A+,Noida,Uttar Pradesh,28.49147,77.42646,+91 ******9115,2026-02-08,True,14,True,0.8
1143,DONOR-MA-01143,A+,Mumbai,Maharashtra,19.04657,72.84614,+91 ******9724,2026-01-15,True,11,True,0.83
1144,DONOR-TE-01144,B-,Hyderabad,Telangana,17.42872,78.52771,+91 ******5301,2026-03-04,True,13,False,0.89
1145,DONOR-WE-01145,O+,Kolkata,West Bengal,22.60917,88.39216,+91 ******2789,2026-07-25,False,12,True,0.74
1146,DONOR-TA-01146,B+,Chennai,Tamil Nadu,13.07508,80.29262,+91 ******5261,2025-12-01,True,7,True,0.98
1147,DONOR-MA-01147,A-,Mumbai,Maharashtra,19.03919,72.82922,+91 ******5495,2025-09-08,True,4,True,0.75
1148,DONOR-WE-01148,A+,Kolkata,West Bengal,22.52646,88.34133,+91 ******5104,2026-04-08,True,2,True,0.87
1149,DONOR-KA-01149,A+,Bengaluru,Karnataka,13.00636,77.58898,+91 ******8207,2026-08-15,False,8,False,0.77
1150,DONOR-MA-01150,AB-,Mumbai,Maharashtra,19.06686,72.88566,+91 ******5529,2026-07-14,False,2,True,0.74
1151,DONOR-KA-01151,B+,Bengaluru,Karnataka,12.94755,77.59409,+91 ******3858,2026-04-29,True,14,True,0.67
1152,DONOR-UT-01152,AB-,Noida,Uttar Pradesh,28.55096,77.35943,+91 ******8214,2025-12-07,True,1,True,0.73
1153,DONOR-KA-01153,A+,Bengaluru,Karnataka,13.01913,77.54621,+91 ******9854,2026-02-24,True,10,False,0.69
1154,DONOR-TA-01154,AB-,Chennai,Tamil Nadu,13.04402,80.22845,+91 ******6337,2026-05-11,True,14,True,0.79
1155,DONOR-WE-01155,AB-,Kolkata,West Bengal,22.61019,88.32821,+91 ******6902,2026-03-09,True,7,True,0.77
1156,DONOR-KA-01156,B+,Bengaluru,Karnataka,12.98379,77.56063,+91 ******5765,2026-08-01,False,10,False,0.85
1157,DONOR-TE-01157,B-,Hyderabad,Telangana,17.38608,78.51479,+91 ******6636,2025-12-06,True,7,True,0.66
1158,DONOR-HA-01158,B-,Gurugram,Haryana,28.44761,77.07638,+91 ******2266,2026-07-14,False,10,True,0.84
1159,DONOR-WE-01159,O-,Kolkata,West Bengal,22.5765,88.32602,+91 ******1842,2025-11-26,True,11,True,0.8
1160,DONOR-KA-01160,B-,Bengaluru,Karnataka,12.9411,77.60212,+91 ******6385,2026-04-21,True,13,True,0.77
1161,DONOR-TA-01161,O+,Chennai,Tamil Nadu,13.06418,80.31794,+91 ******8291,2026-04-22,True,6,False,0.83
1162,DONOR-UT-01162,O-,Noida,Uttar Pradesh,28.57696,77.40633,+91 ******4774,2025-10-18,True,13,True,0.84
1163,DONOR-HA-01163,AB+,Gurugram,Haryana,28.50207,77.00109,+91 ******3263,2026-01-27,True,13,False,0.75
1164,DONOR-UT-01164,B-,Noida,Uttar Pradesh,28.52635,77.3915,+91 ******9096,2026-06-09,True,3,True,0.66
1165,DONOR-UT-01165,B+,Noida,Uttar Pradesh,28.52736,77.41755,+91 ******2654,2025-12-26,True,14,False,0.79
1166,DONOR-HA-01166,O+,Gurugram,Haryana,28.50849,76.98984,+91 ******7358,2025-11-25,True,6,False,0.88
1167,DONOR-MA-01167,A+,Mumbai,Maharashtra,19.0972,72.8396,+91 ******2765,2026-03-04,True,2,True,0.77
1168,DONOR-TA-01168,O-,Chennai,Tamil Nadu,13.12377,80.28378,+91 ******5739,2026-01-12,True,12,False,0.71
1169,DONOR-UT-01169,O-,Noida,Uttar Pradesh,28.50073,77.34178,+91 ******7060,2025-10-24,True,7,True,0.71
1170,DONOR-KA-01170,AB-,Bengaluru,Karnataka,13.01608,77.55429,+91 ******9082,2026-03-24,True,1,True,0.95
1171,DONOR-WE-01171,A+,Kolkata,West Bengal,22.55113,88.35231,+91 ******3346,2026-05-24,True,14,True,0.94
1172,DONOR-MA-01172,A-,Mumbai,Maharashtra,19.06905,72.85553,+91 ******6150,2025-10-12,True,6,False,0.69
1173,DONOR-KA-01173,AB+,Bengaluru,Karnataka,12.97026,77.56696,+91 ******5726,2026-05-29,True,10,True,0.96
1174,DONOR-KA-01174,A+,Bengaluru,Karnataka,12.9357,77.56528,+91 ******3766,2025-12-06,True,10,True,0.97
1175,DONOR-MA-01175,B-,Mumbai,Maharashtra,19.02667,72.91095,+91 ******7054,2026-08-10,False,5,True,0.84
1176,DONOR-TA-01176,A-,Chennai,Tamil Nadu,13.08479,80.3038,+91 ******2795,2026-03-25,True,8,True,0.81
1177,DONOR-UT-01177,AB-,Noida,Uttar Pradesh,28.57195,77.44031,+91 ******2908,2025-09-15,True,13,False,0.91
1178,DONOR-UT-01178,A-,Noida,Uttar Pradesh,28.51821,77.39171,+91 ******8429,2026-04-04,True,12,True,0.94
1179,DONOR-DE-01179,B-,Delhi,Delhi,28.60724,77.25224,+91 ******6202,2025-11-30,True,14,True,0.93
1180,DONOR-DE-01180,O+,Delhi,Delhi,28.65882,77.22173,+91 ******3242,2026-04-20,True,14,True,0.87
1181,DONOR-KA-01181,AB+,Bengaluru,Karnataka,12.96861,77.59305,+91 ******9138,2026-05-20,True,3,False,0.94
1182,DONOR-MA-01182,B+,Mumbai,Maharashtra,19.02632,72.83443,+91 ******4416,2025-11-11,True,1,True,0.74
1183,DONOR-WE-01183,B+,Kolkata,West Bengal,22.5857,88.33737,+91 ******8933,2026-02-26,True,5,True,0.94
1184,DONOR-TA-01184,O-,Chennai,Tamil Nadu,13.08172,80.2837,+91 ******6851,2025-10-21,True,5,False,0.69
1185,DONOR-KA-01185,A-,Bengaluru,Karnataka,12.96356,77.58932,+91 ******7960,2026-04-19,True,3,True,0.76
1186,DONOR-UT-01186,O-,Noida,Uttar Pradesh,28.52026,77.38081,+91 ******8925,2026-06-19,False,10,True,0.73
1187,DONOR-KA-01187,AB-,Bengaluru,Karnataka,12.94839,77.56611,+91 ******1996,2026-01-26,True,5,True,0.79
1188,DONOR-TA-01188,O-,Chennai,Tamil Nadu,13.07522,80.24677,+91 ******5396,2026-07-27,False,12,False,0.86
1189,DONOR-DE-01189,B-,Delhi,Delhi,28.59475,77.19998,+91 ******3728,2025-11-03,True,13,True,0.96
1190,DONOR-TE-01190,A-,Hyderabad,Telangana,17.34792,78.49068,+91 ******7212,2026-08-13,False,13,True,0.95
1191,DONOR-UT-01191,B-,Noida,Uttar Pradesh,28.55099,77.39286,+91 ******9773,2026-02-19,True,3,True,0.78
1192,DONOR-MA-01192,O+,Mumbai,Maharashtra,19.05502,72.84384,+91 ******6431,2026-02-13,True,4,True,0.73
1193,DONOR-DE-01193,O+,Delhi,Delhi,28.56751,77.161,+91 ******2679,2025-11-27,True,13,True,0.7
1194,DONOR-KA-01194,AB+,Bengaluru,Karnataka,12.92402,77.60776,+91 ******1553,2026-04-19,True,12,False,0.91
1195,DONOR-WE-01195,A-,Kolkata,West Bengal,22.53572,88.38795,+91 ******2391,2026-04-07,True,2,True,0.88
1196,DONOR-WE-01196,A-,Kolkata,West Bengal,22.52462,88.38817,+91 ******3487,2025-11-19,True,12,True,0.78
1197,DONOR-KA-01197,AB+,Bengaluru,Karnataka,13.00008,77.58712,+91 ******5950,2026-08-12,False,8,False,0.74
1198,DONOR-TA-01198,AB+,Chennai,Tamil Nadu,13.07036,80.26365,+91 ******7657,2026-05-02,True,8,False,0.88
1199,DONOR-MA-01199,A-,Mumbai,Maharashtra,19.06424,72.92702,+91 ******7106,2026-02-03,True,8,False,0.97
1200,DONOR-WE-01200,AB+,Kolkata,West Bengal,22.59972,88.35861,+91 ******2785,2025-12-22,True,6,False,0.86
1201,DONOR-UT-01201,A-,Noida,Uttar Pradesh,28.49504,77.35793,+91 ******5095,2025-12-16,True,3,True,0.93
1202,DONOR-MA-01202,AB-,Mumbai,Maharashtra,19.03189,72.87704,+91 ******6102,2026-01-25,True,14,False,0.76
1203,DONOR-WE-01203,O-,Kolkata,West Bengal,22.60974,88.34071,+91 ******9007,2026-05-08,True,6,True,0.73
1204,DONOR-TA-01204,O+,Chennai,Tamil Nadu,13.10359,80.27214,+91 ******2721,2026-07-13,False,12,False,0.69
1205,DONOR-DE-01205,O-,Delhi,Delhi,28.58011,77.23381,+91 ******4233,2026-05-30,True,14,True,0.66
1206,DONOR-WE-01206,B+,Kolkata,West Bengal,22.57212,88.37652,+91 ******8982,2025-11-28,True,12,True,0.79
1207,DONOR-DE-01207,AB-,Delhi,Delhi,28.59358,77.20255,+91 ******5441,2026-03-26,True,10,True,0.84
1208,DONOR-HA-01208,AB+,Gurugram,Haryana,28.42365,77.02893,+91 ******7082,2026-05-11,True,8,True,0.96
1209,DONOR-HA-01209,AB-,Gurugram,Haryana,28.42592,77.04811,+91 ******1160,2025-12-24,True,7,False,0.81
1210,DONOR-DE-01210,O-,Delhi,Delhi,28.59508,77.17777,+91 ******9810,2026-07-06,False,6,False,0.86
1211,DONOR-HA-01211,A+,Gurugram,Haryana,28.41618,77.04023,+91 ******6651,2026-04-30,True,4,False,0.92
1212,DONOR-WE-01212,AB+,Kolkata,West Bengal,22.58105,88.34448,+91 ******7607,2025-10-08,True,9,True,0.87
1213,DONOR-UT-01213,B+,Noida,Uttar Pradesh,28.54476,77.3513,+91 ******5587,2026-05-05,True,5,True,0.69
1214,DONOR-WE-01214,O-,Kolkata,West Bengal,22.55562,88.3911,+91 ******5542,2025-10-24,True,4,False,0.91
1215,DONOR-MA-01215,B+,Mumbai,Maharashtra,19.03513,72.90804,+91 ******3348,2026-06-09,True,8,True,0.76
1216,DONOR-DE-01216,AB-,Delhi,Delhi,28.5776,77.23972,+91 ******8728,2026-01-18,True,5,True,0.69
1217,DONOR-WE-01217,AB+,Kolkata,West Bengal,22.56033,88.35245,+91 ******6816,2025-12-24,True,14,True,0.83
1218,DONOR-MA-01218,O+,Mumbai,Maharashtra,19.12154,72.92225,+91 ******3341,2026-04-03,True,9,True,0.88
1219,DONOR-KA-01219,B+,Bengaluru,Karnataka,12.99014,77.60039,+91 ******6704,2026-01-13,True,1,True,0.93
1220,DONOR-TE-01220,O+,Hyderabad,Telangana,17.40785,78.45808,+91 ******4129,2025-11-10,True,6,False,0.9
1221,DONOR-DE-01221,AB+,Delhi,Delhi,28.58348,77.1951,+91 ******1091,2026-05-16,True,6,False,0.77
1222,DONOR-KA-01222,AB+,Bengaluru,Karnataka,12.97188,77.5459,+91 ******1549,2026-04-06,True,11,True,0.66
1223,DONOR-KA-01223,O-,Bengaluru,Karnataka,12.94902,77.55032,+91 ******1498,2025-11-04,True,10,True,0.81
1224,DONOR-TA-01224,A+,Chennai,Tamil Nadu,13.10769,80.28545,+91 ******2702,2025-11-17,True,6,False,0.95
1225,DONOR-HA-01225,O+,Gurugram,Haryana,28.48006,76.99429,+91 ******2356,2026-06-17,False,14,True,0.67
1226,DONOR-DE-01226,A+,Delhi,Delhi,28.59532,77.24479,+91 ******4181,2026-04-03,True,6,True,0.93
1227,DONOR-TE-01227,A+,Hyderabad,Telangana,17.42477,78.45362,+91 ******7000,2025-10-27,True,11,True,0.93
1228,DONOR-DE-01228,AB+,Delhi,Delhi,28.5704,77.2415,+91 ******3416,2025-12-10,True,2,False,0.66
1229,DONOR-MA-01229,AB+,Mumbai,Maharashtra,19.09487,72.86863,+91 ******1052,2025-10-02,True,5,True,0.69
1230,DONOR-TA-01230,A-,Chennai,Tamil Nadu,13.08952,80.29033,+91 ******8585,2025-11-07,True,2,True,0.71
1231,DONOR-UT-01231,A+,Noida,Uttar Pradesh,28.50407,77.40011,+91 ******3774,2026-08-13,False,4,True,0.8
1232,DONOR-MA-01232,AB+,Mumbai,Maharashtra,19.05678,72.89579,+91 ******3174,2026-05-18,True,1,True,0.74
1233,DONOR-KA-01233,AB+,Bengaluru,Karnataka,12.93564,77.57615,+91 ******4084,2026-04-30,True,4,False,0.75
1234,DONOR-TA-01234,AB-,Chennai,Tamil Nadu,13.05915,80.26969,+91 ******6957,2025-10-31,True,13,True,0.8
1235,DONOR-HA-01235,B-,Gurugram,Haryana,28.41317,77.06007,+91 ******3551,2026-02-07,True,12,True,0.86
1236,DONOR-KA-01236,A-,Bengaluru,Karnataka,12.94234,77.61457,+91 ******5406,2025-12-09,True,9,True,0.74
1237,DONOR-TA-01237,O-,Chennai,Tamil Nadu,13.05878,80.31289,+91 ******4054,2025-12-02,True,3,True,0.76
1238,DONOR-WE-01238,AB-,Kolkata,West Bengal,22.58843,88.40403,+91 ******2713,2026-03-11,True,14,True,0.7
1239,DONOR-TA-01239,AB-,Chennai,Tamil Nadu,13.06617,80.28549,+91 ******4065,2026-07-03,False,5,False,0.83
1240,DONOR-DE-01240,O+,Delhi,Delhi,28.6078,77.22066,+91 ******8126,2025-10-24,True,8,True,0.73
1241,DONOR-TE-01241,A+,Hyderabad,Telangana,17.39509,78.48496,+91 ******5918,2026-01-30,True,4,True,0.95
1242,DONOR-UT-01242,A+,Noida,Uttar Pradesh,28.5276,77.41841,+91 ******7565,2025-11-01,True,3,True,0.95
1243,DONOR-MA-01243,AB-,Mumbai,Maharashtra,19.12115,72.8845,+91 ******3128,2026-06-13,False,13,True,0.97
1244,DONOR-KA-01244,O+,Bengaluru,Karnataka,13.00089,77.55875,+91 ******8515,2026-02-27,True,3,True,0.87
1245,DONOR-MA-01245,B-,Mumbai,Maharashtra,19.1143,72.85783,+91 ******4024,2026-07-13,False,14,False,0.68
1246,DONOR-MA-01246,O-,Mumbai,Maharashtra,19.04141,72.88323,+91 ******1081,2026-02-13,True,3,True,0.81
1247,DONOR-WE-01247,O-,Kolkata,West Bengal,22.59248,88.40518,+91 ******7165,2025-09-15,True,12,False,0.95
1248,DONOR-WE-01248,AB-,Kolkata,West Bengal,22.53545,88.3902,+91 ******7551,2026-06-16,False,5,True,0.89
1249,DONOR-WE-01249,A+,Kolkata,West Bengal,22.58229,88.36731,+91 ******9000,2026-02-27,True,4,True,0.71
1250,DONOR-MA-01250,A-,Mumbai,Maharashtra,19.06291,72.86169,+91 ******7523,2026-08-23,False,11,False,0.81
1251,DONOR-DE-01251,B+,Delhi,Delhi,28.58502,77.20254,+91 ******7292,2026-03-03,True,7,False,0.75
1252,DONOR-TA-01252,B+,Chennai,Tamil Nadu,13.03618,80.31655,+91 ******3941,2026-01-20,True,7,True,0.93
1253,DONOR-TA-01253,A+,Chennai,Tamil Nadu,13.11332,80.25533,+91 ******7626,2026-07-03,False,3,True,0.84
1254,DONOR-WE-01254,O+,Kolkata,West Bengal,22.59123,88.31506,+91 ******7581,2025-09-23,True,13,False,0.79
1255,DONOR-UT-01255,AB-,Noida,Uttar Pradesh,28.54586,77.42124,+91 ******9225,2026-01-05,True,13,True,0.76
1256,DONOR-TE-01256,O+,Hyderabad,Telangana,17.34617,78.45458,+91 ******9711,2026-01-18,True,14,True,0.7
1257,DONOR-TE-01257,O-,Hyderabad,Telangana,17.42982,78.50746,+91 ******4237,2026-04-13,True,7,False,0.74
1258,DONOR-UT-01258,AB+,Noida,Uttar Pradesh,28.57229,77.38703,+91 ******7050,2026-07-29,False,7,True,0.75
1259,DONOR-DE-01259,A+,Delhi,Delhi,28.61817,77.17687,+91 ******7833,2026-02-22,True,8,True,0.86
1260,DONOR-UT-01260,B+,Noida,Uttar Pradesh,28.52122,77.34466,+91 ******5073,2026-02-02,True,2,True,0.69
1261,DONOR-HA-01261,O-,Gurugram,Haryana,28.47279,77.01971,+91 ******6658,2026-04-05,True,12,True,0.95
1262,DONOR-TA-01262,A-,Chennai,Tamil Nadu,13.03676,80.25336,+91 ******3404,2026-08-04,False,7,True,0.89
1263,DONOR-TE-01263,A+,Hyderabad,Telangana,17.42774,78.51163,+91 ******7565,2026-01-19,True,3,True,0.73
1264,DONOR-UT-01264,AB+,Noida,Uttar Pradesh,28.56919,77.38434,+91 ******4139,2026-06-25,False,5,True,0.83
1265,DONOR-MA-01265,B-,Mumbai,Maharashtra,19.09543,72.83258,+91 ******8748,2025-11-03,True,13,True,0.74
1266,DONOR-HA-01266,B+,Gurugram,Haryana,28.43719,77.04374,+91 ******7531,2025-10-18,True,11,False,0.65
1267,DONOR-MA-01267,AB+,Mumbai,Maharashtra,19.02787,72.86913,+91 ******5501,2026-06-18,False,8,True,0.97
1268,DONOR-TE-01268,A-,Hyderabad,Telangana,17.34471,78.45918,+91 ******4621,2026-03-10,True,10,False,0.88
1269,DONOR-TA-01269,O+,Chennai,Tamil Nadu,13.09149,80.28418,+91 ******9871,2026-03-08,True,8,True,0.65
1270,DONOR-TE-01270,O-,Hyderabad,Telangana,17.36696,78.51896,+91 ******8568,2026-06-07,True,4,True,0.71
1271,DONOR-WE-01271,O-,Kolkata,West Bengal,22.54817,88.31713,+91 ******2287,2025-11-04,True,9,True,0.68
1272,DONOR-TE-01272,A+,Hyderabad,Telangana,17.3654,78.51179,+91 ******8657,2026-01-04,True,3,True,0.71
1273,DONOR-TE-01273,O-,Hyderabad,Telangana,17.39149,78.47824,+91 ******5651,2026-08-12,False,4,True,0.83
1274,DONOR-WE-01274,B-,Kolkata,West Bengal,22.58331,88.39887,+91 ******7483,2026-07-05,False,4,True,0.84
1275,DONOR-HA-01275,AB-,Gurugram,Haryana,28.49599,77.05329,+91 ******7693,2026-01-30,True,13,False,0.95
1276,DONOR-KA-01276,O+,Bengaluru,Karnataka,12.95354,77.58092,+91 ******6206,2026-06-30,False,4,True,0.81
1277,DONOR-TA-01277,O+,Chennai,Tamil Nadu,13.06133,80.31316,+91 ******3910,2026-06-04,True,5,False,0.92
1278,DONOR-TA-01278,O+,Chennai,Tamil Nadu,13.09832,80.28904,+91 ******7280,2026-07-04,False,7,True,0.86
