id,facility_id,blood_group,component,units_available,batch_number,status,collected_date,expiry_date,temperature_celsius,is_quarantined,source_tag
468,18,A+,PACKED_RED_BLOOD_CELLS,8,BATCH-18-AP-00468,CONFIRMED_AVAILABILITY,2026-08-06,2026-09-10,4.0,False,DIRECT_LAB_VERIFIED
469,39,AB+,PLATELET_CONCENTRATE,6,BATCH-39-ABP-00469,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
470,14,O+,WHOLE_BLOOD,16,BATCH-14-OP-00470,REPORTED_AVAILABILITY,2026-09-03,2026-10-08,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
471,26,O-,PACKED_RED_BLOOD_CELLS,7,BATCH-26-ON-00471,CONFIRMED_AVAILABILITY,2026-08-03,2026-09-07,4.0,False,DIRECT_LAB_VERIFIED
472,34,B+,WHOLE_BLOOD,17,BATCH-34-BP-00472,REPORTED_AVAILABILITY,2026-08-23,2026-09-27,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
473,19,O+,WHOLE_BLOOD,19,BATCH-19-OP-00473,CONFIRMED_AVAILABILITY,2026-08-19,2026-09-23,4.0,False,DIRECT_LAB_VERIFIED
474,16,B-,PACKED_RED_BLOOD_CELLS,24,BATCH-16-BN-00474,CONFIRMED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,DIRECT_LAB_VERIFIED
475,7,AB-,WHOLE_BLOOD,18,BATCH-07-ABN-00475,CONFIRMED_AVAILABILITY,2026-08-17,2026-09-21,4.0,False,DIRECT_LAB_VERIFIED
476,14,AB-,FRESH_FROZEN_PLASMA,30,BATCH-14-ABN-00476,CONFIRMED_AVAILABILITY,2026-08-16,2027-08-16,-22.0,False,DIRECT_LAB_VERIFIED
477,41,A+,WHOLE_BLOOD,4,BATCH-41-AP-00477,CONFIRMED_AVAILABILITY,2026-08-07,2026-09-11,4.0,False,DIRECT_LAB_VERIFIED
478,20,AB-,FRESH_FROZEN_PLASMA,21,BATCH-20-ABN-00478,CONFIRMED_AVAILABILITY,2026-09-05,2027-09-05,-22.0,False,DIRECT_LAB_VERIFIED
479,13,A-,FRESH_FROZEN_PLASMA,14,BATCH-13-AN-00479,CONFIRMED_AVAILABILITY,2026-08-28,2027-08-28,-22.0,False,DIRECT_LAB_VERIFIED
480,38,B+,PACKED_RED_BLOOD_CELLS,24,BATCH-38-BP-00480,CONFIRMED_AVAILABILITY,2026-08-26,2026-09-30,4.0,False,DIRECT_LAB_VERIFIED
481,25,O-,PLATELET_CONCENTRATE,6,BATCH-25-ON-00481,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
482,42,B+,FRESH_FROZEN_PLASMA,14,BATCH-42-BP-00482,CONFIRMED_AVAILABILITY,2026-08-06,2027-08-06,-22.0,False,DIRECT_LAB_VERIFIED
483,23,O+,FRESH_FROZEN_PLASMA,17,BATCH-23-OP-00483,CONFIRMED_AVAILABILITY,2026-07-09,2027-07-09,-22.0,False,DIRECT_LAB_VERIFIED
484,10,AB+,PLATELET_CONCENTRATE,9,BATCH-10-ABP-00484,REPORTED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
485,10,A+,PLATELET_CONCENTRATE,4,BATCH-10-AP-00485,REPORTED_AVAILABILITY,2026-09-06,2026-09-11,22.0,True,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
486,19,O+,PACKED_RED_BLOOD_CELLS,18,BATCH-19-OP-00486,CONFIRMED_AVAILABILITY,2026-08-27,2026-10-01,4.0,False,DIRECT_LAB_VERIFIED
487,4,A-,FRESH_FROZEN_PLASMA,40,BATCH-04-AN-00487,CONFIRMED_AVAILABILITY,2026-08-08,2027-08-08,-22.0,False,DIRECT_LAB_VERIFIED
488,29,B-,WHOLE_BLOOD,8,BATCH-29-BN-00488,REPORTED_AVAILABILITY,2026-08-14,2026-09-18,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
489,11,A-,FRESH_FROZEN_PLASMA,32,BATCH-11-AN-00489,CONFIRMED_AVAILABILITY,2026-07-22,2027-07-22,-22.0,False,DIRECT_LAB_VERIFIED
490,12,A+,FRESH_FROZEN_PLASMA,8,BATCH-12-AP-00490,CONFIRMED_AVAILABILITY,2026-08-10,2027-08-10,-22.0,True,DIRECT_LAB_VERIFIED
491,37,O+,PACKED_RED_BLOOD_CELLS,25,BATCH-37-OP-00491,CONFIRMED_AVAILABILITY,2026-08-16,2026-09-20,4.0,False,DIRECT_LAB_VERIFIED
492,18,AB-,PLATELET_CONCENTRATE,5,BATCH-18-ABN-00492,REPORTED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
493,5,A-,PACKED_RED_BLOOD_CELLS,29,BATCH-05-AN-00493,CONFIRMED_AVAILABILITY,2026-09-04,2026-10-09,4.0,False,DIRECT_LAB_VERIFIED
494,3,O+,WHOLE_BLOOD,15,BATCH-03-OP-00494,REPORTED_AVAILABILITY,2026-09-04,2026-10-09,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
495,27,B+,PLATELET_CONCENTRATE,4,BATCH-27-BP-00495,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
496,30,AB-,PACKED_RED_BLOOD_CELLS,23,BATCH-30-ABN-00496,CONFIRMED_AVAILABILITY,2026-08-13,2026-09-17,4.0,False,DIRECT_LAB_VERIFIED
497,37,O+,PACKED_RED_BLOOD_CELLS,14,BATCH-37-OP-00497,CONFIRMED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,DIRECT_LAB_VERIFIED
498,18,B-,FRESH_FROZEN_PLASMA,19,BATCH-18-BN-00498,REPORTED_AVAILABILITY,2026-08-26,2027-08-26,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
499,19,B-,PACKED_RED_BLOOD_CELLS,29,BATCH-19-BN-00499,CONFIRMED_AVAILABILITY,2026-09-04,2026-10-09,4.0,False,DIRECT_LAB_VERIFIED
500,11,B+,WHOLE_BLOOD,11,BATCH-11-BP-00500,CONFIRMED_AVAILABILITY,2026-08-16,2026-09-20,4.0,False,DIRECT_LAB_VERIFIED
501,47,O+,WHOLE_BLOOD,12,BATCH-47-OP-00501,CONFIRMED_AVAILABILITY,2026-08-27,2026-10-01,4.0,False,DIRECT_LAB_VERIFIED
502,6,O-,WHOLE_BLOOD,18,BATCH-06-ON-00502,CONFIRMED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,DIRECT_LAB_VERIFIED
503,33,A+,PACKED_RED_BLOOD_CELLS,7,BATCH-33-AP-00503,CONFIRMED_AVAILABILITY,2026-09-02,2026-10-07,4.0,True,DIRECT_LAB_VERIFIED
504,23,B+,PLATELET_CONCENTRATE,5,BATCH-23-BP-00504,REPORTED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
505,11,B+,PLATELET_CONCENTRATE,9,BATCH-11-BP-00505,REPORTED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
506,34,A+,WHOLE_BLOOD,10,BATCH-34-AP-00506,REPORTED_AVAILABILITY,2026-08-26,2026-09-30,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
507,40,O+,FRESH_FROZEN_PLASMA,34,BATCH-40-OP-00507,REPORTED_AVAILABILITY,2026-09-04,2027-09-04,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
508,46,B+,WHOLE_BLOOD,6,BATCH-46-BP-00508,CONFIRMED_AVAILABILITY,2026-08-12,2026-09-16,4.0,False,DIRECT_LAB_VERIFIED
509,41,AB+,PLATELET_CONCENTRATE,9,BATCH-41-ABP-00509,REPORTED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
510,37,O-,PACKED_RED_BLOOD_CELLS,8,BATCH-37-ON-00510,CONFIRMED_AVAILABILITY,2026-08-30,2026-10-04,4.0,False,DIRECT_LAB_VERIFIED
511,25,A-,WHOLE_BLOOD,4,BATCH-25-AN-00511,CONFIRMED_AVAILABILITY,2026-08-18,2026-09-22,4.0,False,DIRECT_LAB_VERIFIED
512,4,B+,WHOLE_BLOOD,14,BATCH-04-BP-00512,REPORTED_AVAILABILITY,2026-08-21,2026-09-25,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
513,3,AB+,PLATELET_CONCENTRATE,9,BATCH-03-ABP-00513,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
514,43,O+,WHOLE_BLOOD,4,BATCH-43-OP-00514,REPORTED_AVAILABILITY,2026-08-16,2026-09-20,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
515,50,B+,PLATELET_CONCENTRATE,9,BATCH-50-BP-00515,CONFIRMED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,DIRECT_LAB_VERIFIED
516,43,AB+,FRESH_FROZEN_PLASMA,33,BATCH-43-ABP-00516,REPORTED_AVAILABILITY,2026-09-06,2027-09-06,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
517,23,A-,PACKED_RED_BLOOD_CELLS,22,BATCH-23-AN-00517,CONFIRMED_AVAILABILITY,2026-09-04,2026-10-09,4.0,False,DIRECT_LAB_VERIFIED
518,26,B-,PLATELET_CONCENTRATE,4,BATCH-26-BN-00518,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
519,8,A-,WHOLE_BLOOD,19,BATCH-08-AN-00519,REPORTED_AVAILABILITY,2026-08-16,2026-09-20,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
520,46,B+,WHOLE_BLOOD,8,BATCH-46-BP-00520,CONFIRMED_AVAILABILITY,2026-09-02,2026-10-07,4.0,False,DIRECT_LAB_VERIFIED
521,9,B+,PLATELET_CONCENTRATE,11,BATCH-09-BP-00521,CONFIRMED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,DIRECT_LAB_VERIFIED
522,17,A-,WHOLE_BLOOD,13,BATCH-17-AN-00522,CONFIRMED_AVAILABILITY,2026-08-07,2026-09-11,4.0,False,DIRECT_LAB_VERIFIED
523,32,O+,FRESH_FROZEN_PLASMA,39,BATCH-32-OP-00523,REPORTED_AVAILABILITY,2026-08-27,2027-08-27,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
524,24,B-,WHOLE_BLOOD,16,BATCH-24-BN-00524,CONFIRMED_AVAILABILITY,2026-09-06,2026-10-11,4.0,False,DIRECT_LAB_VERIFIED
525,16,AB+,PACKED_RED_BLOOD_CELLS,20,BATCH-16-ABP-00525,CONFIRMED_AVAILABILITY,2026-08-25,2026-09-29,4.0,False,DIRECT_LAB_VERIFIED
526,31,B-,WHOLE_BLOOD,6,BATCH-31-BN-00526,CONFIRMED_AVAILABILITY,2026-08-15,2026-09-19,4.0,False,DIRECT_LAB_VERIFIED
527,25,O+,WHOLE_BLOOD,15,BATCH-25-OP-00527,REPORTED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
528,31,AB-,WHOLE_BLOOD,13,BATCH-31-ABN-00528,REPORTED_AVAILABILITY,2026-08-22,2026-09-26,4.0,True,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
529,10,O-,FRESH_FROZEN_PLASMA,8,BATCH-10-ON-00529,REPORTED_AVAILABILITY,2026-07-29,2027-07-29,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
530,2,AB+,WHOLE_BLOOD,3,BATCH-02-ABP-00530,CONFIRMED_AVAILABILITY,2026-08-28,2026-10-02,4.0,False,DIRECT_LAB_VERIFIED
531,15,O-,PACKED_RED_BLOOD_CELLS,12,BATCH-15-ON-00531,CONFIRMED_AVAILABILITY,2026-08-28,2026-10-02,4.0,False,DIRECT_LAB_VERIFIED
532,31,AB+,WHOLE_BLOOD,8,BATCH-31-ABP-00532,CONFIRMED_AVAILABILITY,2026-08-06,2026-09-10,4.0,False,DIRECT_LAB_VERIFIED
533,12,B+,WHOLE_BLOOD,19,BATCH-12-BP-00533,CONFIRMED_AVAILABILITY,2026-08-20,2026-09-24,4.0,False,DIRECT_LAB_VERIFIED
534,11,O-,WHOLE_BLOOD,7,BATCH-11-ON-00534,CONFIRMED_AVAILABILITY,2026-08-22,2026-09-26,4.0,False,DIRECT_LAB_VERIFIED
535,26,B-,PLATELET_CONCENTRATE,6,BATCH-26-BN-00535,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
536,33,A-,FRESH_FROZEN_PLASMA,40,BATCH-33-AN-00536,CONFIRMED_AVAILABILITY,2026-08-31,2027-08-31,-22.0,False,DIRECT_LAB_VERIFIED
537,5,A+,PACKED_RED_BLOOD_CELLS,23,BATCH-05-AP-00537,CONFIRMED_AVAILABILITY,2026-08-03,2026-09-07,4.0,False,DIRECT_LAB_VERIFIED
538,2,B-,PLATELET_CONCENTRATE,8,BATCH-02-BN-00538,CONFIRMED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,DIRECT_LAB_VERIFIED
539,50,AB+,FRESH_FROZEN_PLASMA,16,BATCH-50-ABP-00539,CONFIRMED_AVAILABILITY,2026-08-26,2027-08-26,-22.0,False,DIRECT_LAB_VERIFIED
540,9,O+,WHOLE_BLOOD,10,BATCH-09-OP-00540,CONFIRMED_AVAILABILITY,2026-08-29,2026-10-03,4.0,False,DIRECT_LAB_VERIFIED
541,31,B+,PLATELET_CONCENTRATE,4,BATCH-31-BP-00541,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
542,16,B+,FRESH_FROZEN_PLASMA,11,BATCH-16-BP-00542,REPORTED_AVAILABILITY,2026-07-19,2027-07-19,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
543,38,B-,PLATELET_CONCENTRATE,11,BATCH-38-BN-00543,REPORTED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
544,46,O+,FRESH_FROZEN_PLASMA,12,BATCH-46-OP-00544,REPORTED_AVAILABILITY,2026-08-10,2027-08-10,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
545,50,AB+,FRESH_FROZEN_PLASMA,14,BATCH-50-ABP-00545,REPORTED_AVAILABILITY,2026-08-23,2027-08-23,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
546,47,A+,FRESH_FROZEN_PLASMA,37,BATCH-47-AP-00546,CONFIRMED_AVAILABILITY,2026-08-17,2027-08-17,-22.0,False,DIRECT_LAB_VERIFIED
547,26,O+,FRESH_FROZEN_PLASMA,38,BATCH-26-OP-00547,CONFIRMED_AVAILABILITY,2026-09-02,2027-09-02,-22.0,False,DIRECT_LAB_VERIFIED
548,6,B-,PLATELET_CONCENTRATE,12,BATCH-06-BN-00548,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
549,37,A-,PACKED_RED_BLOOD_CELLS,21,BATCH-37-AN-00549,CONFIRMED_AVAILABILITY,2026-08-21,2026-09-25,4.0,False,DIRECT_LAB_VERIFIED
550,24,A+,WHOLE_BLOOD,9,BATCH-24-AP-00550,CONFIRMED_AVAILABILITY,2026-08-10,2026-09-14,4.0,False,DIRECT_LAB_VERIFIED
551,33,AB-,PACKED_RED_BLOOD_CELLS,16,BATCH-33-ABN-00551,CONFIRMED_AVAILABILITY,2026-08-08,2026-09-12,4.0,False,DIRECT_LAB_VERIFIED
552,42,AB-,FRESH_FROZEN_PLASMA,45,BATCH-42-ABN-00552,CONFIRMED_AVAILABILITY,2026-09-02,2027-09-02,-22.0,False,DIRECT_LAB_VERIFIED
553,27,O-,WHOLE_BLOOD,4,BATCH-27-ON-00553,REPORTED_AVAILABILITY,2026-08-26,2026-09-30,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
554,20,AB-,PACKED_RED_BLOOD_CELLS,13,BATCH-20-ABN-00554,CONFIRMED_AVAILABILITY,2026-08-22,2026-09-26,4.0,True,DIRECT_LAB_VERIFIED
555,18,B-,FRESH_FROZEN_PLASMA,17,BATCH-18-BN-00555,CONFIRMED_AVAILABILITY,2026-08-19,2027-08-19,-22.0,False,DIRECT_LAB_VERIFIED
556,10,O+,PLATELET_CONCENTRATE,3,BATCH-10-OP-00556,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
557,46,AB+,PLATELET_CONCENTRATE,4,BATCH-46-ABP-00557,REPORTED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
558,20,B+,PACKED_RED_BLOOD_CELLS,29,BATCH-20-BP-00558,REPORTED_AVAILABILITY,2026-08-07,2026-09-11,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
559,43,A+,PLATELET_CONCENTRATE,6,BATCH-43-AP-00559,REPORTED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
560,7,A+,PLATELET_CONCENTRATE,11,BATCH-07-AP-00560,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
561,21,A+,PLATELET_CONCENTRATE,5,BATCH-21-AP-00561,CONFIRMED_AVAILABILITY,2026-09-05,2026-09-10,22.0,True,DIRECT_LAB_VERIFIED
562,21,B-,FRESH_FROZEN_PLASMA,13,BATCH-21-BN-00562,REPORTED_AVAILABILITY,2026-08-24,2027-08-24,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
563,13,AB+,PLATELET_CONCENTRATE,3,BATCH-13-ABP-00563,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
564,41,A-,WHOLE_BLOOD,10,BATCH-41-AN-00564,CONFIRMED_AVAILABILITY,2026-08-25,2026-09-29,4.0,False,DIRECT_LAB_VERIFIED
565,41,A-,FRESH_FROZEN_PLASMA,24,BATCH-41-AN-00565,CONFIRMED_AVAILABILITY,2026-07-13,2027-07-13,-22.0,False,DIRECT_LAB_VERIFIED
566,41,B+,FRESH_FROZEN_PLASMA,27,BATCH-41-BP-00566,CONFIRMED_AVAILABILITY,2026-08-31,2027-08-31,-22.0,False,DIRECT_LAB_VERIFIED
567,37,B+,PLATELET_CONCENTRATE,2,BATCH-37-BP-00567,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
568,42,AB+,FRESH_FROZEN_PLASMA,43,BATCH-42-ABP-00568,REPORTED_AVAILABILITY,2026-07-24,2027-07-24,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
569,20,AB-,WHOLE_BLOOD,6,BATCH-20-ABN-00569,CONFIRMED_AVAILABILITY,2026-08-11,2026-09-15,4.0,False,DIRECT_LAB_VERIFIED
570,7,A-,WHOLE_BLOOD,8,BATCH-07-AN-00570,CONFIRMED_AVAILABILITY,2026-08-14,2026-09-18,4.0,False,DIRECT_LAB_VERIFIED
571,13,A-,FRESH_FROZEN_PLASMA,28,BATCH-13-AN-00571,CONFIRMED_AVAILABILITY,2026-08-22,2027-08-22,-22.0,False,DIRECT_LAB_VERIFIED
572,13,B-,WHOLE_BLOOD,6,BATCH-13-BN-00572,CONFIRMED_AVAILABILITY,2026-08-23,2026-09-27,4.0,False,DIRECT_LAB_VERIFIED
573,25,A-,WHOLE_BLOOD,6,BATCH-25-AN-00573,CONFIRMED_AVAILABILITY,2026-08-10,2026-09-14,4.0,False,DIRECT_LAB_VERIFIED
574,16,B-,WHOLE_BLOOD,3,BATCH-16-BN-00574,CONFIRMED_AVAILABILITY,2026-08-07,2026-09-11,4.0,False,DIRECT_LAB_VERIFIED
575,16,O+,WHOLE_BLOOD,5,BATCH-16-OP-00575,CONFIRMED_AVAILABILITY,2026-08-29,2026-10-03,4.0,False,DIRECT_LAB_VERIFIED
576,1,O+,FRESH_FROZEN_PLASMA,23,BATCH-01-OP-00576,REPORTED_AVAILABILITY,2026-07-17,2027-07-17,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
577,34,AB+,PACKED_RED_BLOOD_CELLS,25,BATCH-34-ABP-00577,CONFIRMED_AVAILABILITY,2026-08-13,2026-09-17,4.0,False,DIRECT_LAB_VERIFIED
578,39,O+,WHOLE_BLOOD,7,BATCH-39-OP-00578,REPORTED_AVAILABILITY,2026-09-03,2026-10-08,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
579,11,B-,PACKED_RED_BLOOD_CELLS,23,BATCH-11-BN-00579,CONFIRMED_AVAILABILITY,2026-08-31,2026-10-05,4.0,False,DIRECT_LAB_VERIFIED
580,36,O-,FRESH_FROZEN_PLASMA,43,BATCH-36-ON-00580,CONFIRMED_AVAILABILITY,2026-08-13,2027-08-13,-22.0,False,DIRECT_LAB_VERIFIED
581,17,A+,PACKED_RED_BLOOD_CELLS,23,BATCH-17-AP-00581,CONFIRMED_AVAILABILITY,2026-08-28,2026-10-02,4.0,False,DIRECT_LAB_VERIFIED
582,8,O-,FRESH_FROZEN_PLASMA,28,BATCH-08-ON-00582,REPORTED_AVAILABILITY,2026-07-17,2027-07-17,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
583,7,O+,PACKED_RED_BLOOD_CELLS,13,BATCH-07-OP-00583,CONFIRMED_AVAILABILITY,2026-08-23,2026-09-27,4.0,False,DIRECT_LAB_VERIFIED
584,18,A+,PLATELET_CONCENTRATE,11,BATCH-18-AP-00584,REPORTED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
585,22,AB+,FRESH_FROZEN_PLASMA,36,BATCH-22-ABP-00585,CONFIRMED_AVAILABILITY,2026-08-11,2027-08-11,-22.0,False,DIRECT_LAB_VERIFIED
586,38,AB+,PACKED_RED_BLOOD_CELLS,12,BATCH-38-ABP-00586,CONFIRMED_AVAILABILITY,2026-08-29,2026-10-03,4.0,False,DIRECT_LAB_VERIFIED
587,4,AB-,WHOLE_BLOOD,9,BATCH-04-ABN-00587,CONFIRMED_AVAILABILITY,2026-08-11,2026-09-15,4.0,False,DIRECT_LAB_VERIFIED
588,33,AB-,FRESH_FROZEN_PLASMA,18,BATCH-33-ABN-00588,CONFIRMED_AVAILABILITY,2026-08-05,2027-08-05,-22.0,False,DIRECT_LAB_VERIFIED
589,8,B-,PLATELET_CONCENTRATE,11,BATCH-08-BN-00589,CONFIRMED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,DIRECT_LAB_VERIFIED
590,14,AB+,PLATELET_CONCENTRATE,7,BATCH-14-ABP-00590,CONFIRMED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,DIRECT_LAB_VERIFIED
591,40,A-,WHOLE_BLOOD,17,BATCH-40-AN-00591,REPORTED_AVAILABILITY,2026-08-11,2026-09-15,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
592,26,B+,PLATELET_CONCENTRATE,7,BATCH-26-BP-00592,REPORTED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
593,13,O+,WHOLE_BLOOD,8,BATCH-13-OP-00593,CONFIRMED_AVAILABILITY,2026-08-05,2026-09-09,4.0,False,DIRECT_LAB_VERIFIED
594,8,O+,FRESH_FROZEN_PLASMA,21,BATCH-08-OP-00594,REPORTED_AVAILABILITY,2026-07-28,2027-07-28,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
595,23,B-,FRESH_FROZEN_PLASMA,31,BATCH-23-BN-00595,REPORTED_AVAILABILITY,2026-07-17,2027-07-17,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
596,34,AB-,PLATELET_CONCENTRATE,11,BATCH-34-ABN-00596,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
597,4,O-,PLATELET_CONCENTRATE,10,BATCH-04-ON-00597,REPORTED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
598,8,O-,PLATELET_CONCENTRATE,11,BATCH-08-ON-00598,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
599,37,A-,FRESH_FROZEN_PLASMA,18,BATCH-37-AN-00599,REPORTED_AVAILABILITY,2026-07-10,2027-07-10,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
600,47,A+,WHOLE_BLOOD,17,BATCH-47-AP-00600,REPORTED_AVAILABILITY,2026-08-13,2026-09-17,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
601,36,AB-,WHOLE_BLOOD,11,BATCH-36-ABN-00601,REPORTED_AVAILABILITY,2026-09-04,2026-10-09,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
602,24,B+,WHOLE_BLOOD,17,BATCH-24-BP-00602,REPORTED_AVAILABILITY,2026-09-05,2026-10-10,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
603,30,O+,WHOLE_BLOOD,10,BATCH-30-OP-00603,CONFIRMED_AVAILABILITY,2026-09-03,2026-10-08,4.0,False,DIRECT_LAB_VERIFIED
604,43,O-,WHOLE_BLOOD,13,BATCH-43-ON-00604,CONFIRMED_AVAILABILITY,2026-09-02,2026-10-07,4.0,True,DIRECT_LAB_VERIFIED
605,2,O+,FRESH_FROZEN_PLASMA,14,BATCH-02-OP-00605,CONFIRMED_AVAILABILITY,2026-07-29,2027-07-29,-22.0,True,DIRECT_LAB_VERIFIED
606,11,B-,FRESH_FROZEN_PLASMA,34,BATCH-11-BN-00606,CONFIRMED_AVAILABILITY,2026-08-31,2027-08-31,-22.0,True,DIRECT_LAB_VERIFIED
607,8,A-,WHOLE_BLOOD,4,BATCH-08-AN-00607,REPORTED_AVAILABILITY,2026-08-05,2026-09-09,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
608,4,B+,FRESH_FROZEN_PLASMA,13,BATCH-04-BP-00608,CONFIRMED_AVAILABILITY,2026-07-20,2027-07-20,-22.0,False,DIRECT_LAB_VERIFIED
609,1,B+,FRESH_FROZEN_PLASMA,10,BATCH-01-BP-00609,CONFIRMED_AVAILABILITY,2026-09-02,2027-09-02,-22.0,False,DIRECT_LAB_VERIFIED
610,29,AB+,WHOLE_BLOOD,8,BATCH-29-ABP-00610,CONFIRMED_AVAILABILITY,2026-09-03,2026-10-08,4.0,False,DIRECT_LAB_VERIFIED
611,21,B+,PLATELET_CONCENTRATE,9,BATCH-21-BP-00611,REPORTED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
612,17,O-,FRESH_FROZEN_PLASMA,38,BATCH-17-ON-00612,CONFIRMED_AVAILABILITY,2026-07-24,2027-07-24,-22.0,False,DIRECT_LAB_VERIFIED
