id,hospital_id,blood_group,component,consumption_date,units_consumed,was_emergency_surge,seasonal_dengue_index
1211,26,O-,FRESH_FROZEN_PLASMA,2026-03-13,23,True,1.0
1212,49,B-,PACKED_RED_BLOOD_CELLS,2025-12-25,15,True,1.0
1213,5,A-,PLATELET_CONCENTRATE,2025-11-14,11,False,1.0
1214,25,AB+,PLATELET_CONCENTRATE,2025-10-02,70,True,2.95
1215,30,B+,FRESH_FROZEN_PLASMA,2025-09-29,24,True,1.0
1216,26,AB+,WHOLE_BLOOD,2026-04-01,12,True,1.0
1217,50,O-,WHOLE_BLOOD,2026-01-01,24,False,1.0
1218,8,A-,WHOLE_BLOOD,2025-10-23,9,True,1.0
1219,22,A-,PACKED_RED_BLOOD_CELLS,2026-08-14,7,False,1.0
1220,39,O-,WHOLE_BLOOD,2026-06-10,23,False,1.0
1221,42,A-,WHOLE_BLOOD,2025-11-15,13,True,1.0
1222,16,A-,PLATELET_CONCENTRATE,2026-05-25,24,True,1.0
1223,29,B+,PACKED_RED_BLOOD_CELLS,2026-03-21,19,True,1.0
1224,30,A-,FRESH_FROZEN_PLASMA,2026-09-01,5,True,1.0
1225,45,A+,PLATELET_CONCENTRATE,2026-08-19,9,True,1.93
1226,5,B-,PLATELET_CONCENTRATE,2026-07-17,26,True,2.19
1227,12,B-,WHOLE_BLOOD,2026-05-06,7,True,1.0
1228,17,B+,FRESH_FROZEN_PLASMA,2026-02-10,19,False,1.0
1229,4,O+,WHOLE_BLOOD,2026-03-22,5,False,1.0
1230,36,O+,PACKED_RED_BLOOD_CELLS,2025-10-29,24,False,1.0
1231,5,A+,WHOLE_BLOOD,2026-01-08,18,False,1.0
1232,48,O+,FRESH_FROZEN_PLASMA,2026-07-04,8,True,1.0
1233,11,AB+,FRESH_FROZEN_PLASMA,2026-07-21,16,False,1.0
1234,45,B+,WHOLE_BLOOD,2025-11-29,21,True,1.0
1235,30,AB-,WHOLE_BLOOD,2026-01-05,8,True,1.0
1236,40,B-,PACKED_RED_BLOOD_CELLS,2026-03-01,22,False,1.0
1237,34,A-,PLATELET_CONCENTRATE,2025-10-13,35,True,2.73
1238,39,B+,PLATELET_CONCENTRATE,2026-01-26,8,False,1.0
1239,40,A-,PACKED_RED_BLOOD_CELLS,2026-06-22,24,False,1.0
1240,18,AB+,PACKED_RED_BLOOD_CELLS,2025-12-02,25,True,1.0
1241,33,AB+,WHOLE_BLOOD,2025-12-01,4,True,1.0
1242,28,B+,PACKED_RED_BLOOD_CELLS,2026-01-29,25,False,1.0
1243,11,AB-,PACKED_RED_BLOOD_CELLS,2026-05-11,13,False,1.0
1244,18,AB+,WHOLE_BLOOD,2026-01-08,17,True,1.0
1245,34,B+,FRESH_FROZEN_PLASMA,2026-02-12,14,True,1.0
1246,11,O+,WHOLE_BLOOD,2026-05-24,21,False,1.0
1247,37,AB-,FRESH_FROZEN_PLASMA,2025-12-31,20,True,1.0
1248,15,B-,FRESH_FROZEN_PLASMA,2025-12-08,9,False,1.0
1249,22,B-,PLATELET_CONCENTRATE,2025-10-08,36,True,3.01
1250,5,O-,PACKED_RED_BLOOD_CELLS,2025-09-12,15,False,1.0
1251,47,B+,FRESH_FROZEN_PLASMA,2026-06-29,4,True,1.0
1252,18,B-,FRESH_FROZEN_PLASMA,2026-05-11,23,True,1.0
1253,37,B+,WHOLE_BLOOD,2026-06-07,24,True,1.0
1254,20,AB-,WHOLE_BLOOD,2026-05-21,19,True,1.0
1255,50,AB+,PLATELET_CONCENTRATE,2026-07-25,65,True,2.98
1256,47,A+,PACKED_RED_BLOOD_CELLS,2026-08-24,16,True,1.0
1257,36,A-,PLATELET_CONCENTRATE,2026-05-08,8,False,1.0
1258,40,B-,PLATELET_CONCENTRATE,2026-06-23,5,False,1.0
1259,3,O-,PLATELET_CONCENTRATE,2025-10-30,41,True,2.09
1260,50,O-,PACKED_RED_BLOOD_CELLS,2026-08-15,10,False,1.0
1261,8,B-,PACKED_RED_BLOOD_CELLS,2026-03-30,19,True,1.0
1262,15,AB+,PLATELET_CONCENTRATE,2026-03-04,24,False,1.0
1263,50,A-,PACKED_RED_BLOOD_CELLS,2026-02-05,12,False,1.0
1264,34,O-,FRESH_FROZEN_PLASMA,2025-11-09,28,True,1.0
1265,50,O+,FRESH_FROZEN_PLASMA,2025-11-29,5,False,1.0
1266,33,B-,FRESH_FROZEN_PLASMA,2026-06-16,6,True,1.0
1267,43,B+,PLATELET_CONCENTRATE,2025-12-11,16,True,1.0
1268,44,A+,FRESH_FROZEN_PLASMA,2026-06-09,16,True,1.0
1269,1,AB-,WHOLE_BLOOD,2025-09-18,16,False,1.0
1270,34,O+,FRESH_FROZEN_PLASMA,2025-12-07,15,True,1.0
1271,20,B+,PLATELET_CONCENTRATE,2025-12-16,14,True,1.0
1272,34,O+,WHOLE_BLOOD,2026-08-11,23,True,1.0
1273,19,AB+,PLATELET_CONCENTRATE,2025-11-08,13,True,1.0
1274,5,A-,FRESH_FROZEN_PLASMA,2026-06-14,23,False,1.0
1275,28,O+,WHOLE_BLOOD,2026-03-18,16,False,1.0
1276,44,O+,FRESH_FROZEN_PLASMA,2025-11-04,15,True,1.0
1277,27,O-,WHOLE_BLOOD,2025-11-17,17,False,1.0
1278,45,B+,PLATELET_CONCENTRATE,2026-08-01,54,True,2.89
1279,9,AB+,PACKED_RED_BLOOD_CELLS,2026-08-04,25,False,1.0
1280,25,AB-,FRESH_FROZEN_PLASMA,2026-07-18,16,True,1.0
1281,48,O-,PLATELET_CONCENTRATE,2026-04-24,22,True,1.0
1282,37,A-,PLATELET_CONCENTRATE,2025-11-11,22,True,1.0
1283,39,AB-,FRESH_FROZEN_PLASMA,2025-12-06,21,False,1.0
1284,3,B-,WHOLE_BLOOD,2026-07-07,19,False,1.0
1285,34,AB-,FRESH_FROZEN_PLASMA,2026-03-02,25,True,1.0
1286,24,A+,PLATELET_CONCENTRATE,2025-11-29,14,True,1.0
1287,3,O+,PLATELET_CONCENTRATE,2026-04-09,5,False,1.0
1288,20,A-,FRESH_FROZEN_PLASMA,2026-02-09,22,True,1.0
1289,41,B+,PACKED_RED_BLOOD_CELLS,2025-09-24,13,False,1.0
1290,15,AB-,WHOLE_BLOOD,2026-01-02,22,False,1.0
1291,11,AB-,PLATELET_CONCENTRATE,2026-08-31,57,True,2.4
1292,14,B+,PLATELET_CONCENTRATE,2026-05-29,17,False,1.0
1293,12,AB-,FRESH_FROZEN_PLASMA,2025-12-30,12,True,1.0
1294,39,AB+,FRESH_FROZEN_PLASMA,2025-10-22,10,False,1.0
1295,21,B+,WHOLE_BLOOD,2026-04-09,12,False,1.0
1296,42,A-,FRESH_FROZEN_PLASMA,2026-03-20,18,True,1.0
1297,20,A-,PACKED_RED_BLOOD_CELLS,2026-06-12,6,True,1.0
1298,50,AB-,WHOLE_BLOOD,2026-06-17,16,False,1.0
1299,8,AB-,PLATELET_CONCENTRATE,2026-02-11,24,True,1.0
1300,17,A-,FRESH_FROZEN_PLASMA,2026-01-08,23,False,1.0
1301,40,O-,PLATELET_CONCENTRATE,2026-07-18,29,True,2.1
1302,25,O-,WHOLE_BLOOD,2026-06-11,16,True,1.0
1303,3,B-,WHOLE_BLOOD,2025-10-18,12,False,1.0
1304,6,O-,PACKED_RED_BLOOD_CELLS,2026-05-20,10,False,1.0
1305,17,O+,PLATELET_CONCENTRATE,2025-12-30,10,False,1.0
1306,44,O-,PACKED_RED_BLOOD_CELLS,2026-02-06,7,True,1.0
1307,28,A-,PACKED_RED_BLOOD_CELLS,2026-08-28,9,False,1.0
1308,39,B+,PACKED_RED_BLOOD_CELLS,2026-05-16,18,False,1.0
1309,31,O+,FRESH_FROZEN_PLASMA,2026-04-18,12,False,1.0
1310,47,AB+,WHOLE_BLOOD,2026-08-13,23,True,1.0
1311,13,O-,PACKED_RED_BLOOD_CELLS,2026-03-25,11,False,1.0
1312,24,O+,WHOLE_BLOOD,2025-09-30,23,True,1.0
1313,42,AB+,PACKED_RED_BLOOD_CELLS,2026-01-18,7,True,1.0
1314,23,B-,WHOLE_BLOOD,2026-03-06,24,True,1.0
1315,39,A+,FRESH_FROZEN_PLASMA,2026-07-20,4,False,1.0
1316,31,A-,FRESH_FROZEN_PLASMA,2026-02-09,9,False,1.0
1317,21,A-,WHOLE_BLOOD,2025-11-04,13,False,1.0
1318,39,O-,WHOLE_BLOOD,2026-08-28,19,False,1.0
1319,38,B+,WHOLE_BLOOD,2025-10-16,11,True,1.0
1320,6,B-,WHOLE_BLOOD,2025-10-19,5,False,1.0
1321,50,A-,PACKED_RED_BLOOD_CELLS,2026-05-07,14,False,1.0
1322,25,B+,FRESH_FROZEN_PLASMA,2025-12-04,18,True,1.0
1323,23,A+,PLATELET_CONCENTRATE,2026-02-03,30,True,1.0
1324,35,O-,PACKED_RED_BLOOD_CELLS,2025-11-23,4,False,1.0
1325,33,AB-,PLATELET_CONCENTRATE,2026-04-21,23,True,1.0
1326,14,AB+,WHOLE_BLOOD,2026-02-14,25,False,1.0
1327,43,O+,FRESH_FROZEN_PLASMA,2025-10-18,11,True,1.0
1328,12,A-,WHOLE_BLOOD,2026-03-05,10,True,1.0
1329,15,O+,PLATELET_CONCENTRATE,2025-10-01,50,True,2.67
1330,33,AB-,FRESH_FROZEN_PLASMA,2025-10-29,11,True,1.0
1331,34,O-,PACKED_RED_BLOOD_CELLS,2025-12-23,7,True,1.0
1332,21,B-,PLATELET_CONCENTRATE,2026-01-03,21,False,1.0
1333,47,A-,PLATELET_CONCENTRATE,2025-10-24,11,True,2.97
1334,19,AB+,PACKED_RED_BLOOD_CELLS,2026-01-05,8,True,1.0
1335,42,AB+,PACKED_RED_BLOOD_CELLS,2025-10-04,14,True,1.0
1336,26,B+,FRESH_FROZEN_PLASMA,2026-04-03,6,True,1.0
1337,11,A+,WHOLE_BLOOD,2025-12-25,10,False,1.0
1338,12,A-,WHOLE_BLOOD,2026-01-23,4,True,1.0
1339,27,AB-,WHOLE_BLOOD,2026-03-01,17,False,1.0
1340,7,O+,WHOLE_BLOOD,2025-12-26,8,False,1.0
1341,12,O-,PACKED_RED_BLOOD_CELLS,2026-08-29,19,True,1.0
1342,20,AB+,PACKED_RED_BLOOD_CELLS,2025-10-09,10,True,1.0
1343,45,A+,PLATELET_CONCENTRATE,2026-01-03,15,True,1.0
1344,10,AB-,PLATELET_CONCENTRATE,2026-08-23,62,True,2.5
1345,33,A-,PACKED_RED_BLOOD_CELLS,2025-11-09,14,True,1.0
1346,21,A-,PLATELET_CONCENTRATE,2026-03-02,5,False,1.0
1347,38,A-,WHOLE_BLOOD,2025-11-08,15,True,1.0
1348,27,O-,FRESH_FROZEN_PLASMA,2025-10-25,18,False,1.0
1349,16,AB-,PLATELET_CONCENTRATE,2026-05-02,8,True,1.0
1350,24,O-,PLATELET_CONCENTRATE,2025-10-30,58,True,1.84
1351,21,AB-,PACKED_RED_BLOOD_CELLS,2025-12-23,13,False,1.0
1352,40,A+,PLATELET_CONCENTRATE,2026-05-21,4,False,1.0
1353,39,AB-,WHOLE_BLOOD,2026-04-20,10,False,1.0
1354,28,B+,WHOLE_BLOOD,2025-10-27,19,False,1.0
1355,6,B-,PACKED_RED_BLOOD_CELLS,2026-09-02,14,False,1.0
1356,49,A-,WHOLE_BLOOD,2026-07-24,16,True,1.0
1357,20,A+,WHOLE_BLOOD,2026-01-15,8,True,1.0
1358,44,B-,PLATELET_CONCENTRATE,2026-04-08,19,True,1.0
1359,40,O-,PLATELET_CONCENTRATE,2026-08-16,32,True,2.48
1360,14,AB-,PACKED_RED_BLOOD_CELLS,2025-10-20,11,False,1.0
1361,42,A-,PACKED_RED_BLOOD_CELLS,2026-08-31,17,True,1.0
1362,10,AB+,FRESH_FROZEN_PLASMA,2025-09-07,12,True,1.0
1363,16,O-,PLATELET_CONCENTRATE,2026-06-09,9,True,1.0
1364,32,B-,WHOLE_BLOOD,2025-12-09,18,False,1.0
1365,41,A+,FRESH_FROZEN_PLASMA,2026-01-28,19,False,1.0
1366,10,A-,PACKED_RED_BLOOD_CELLS,2025-10-17,12,True,1.0
1367,40,B-,PACKED_RED_BLOOD_CELLS,2025-09-19,21,False,1.0
1368,38,A+,WHOLE_BLOOD,2026-04-06,5,True,1.0
1369,28,AB-,WHOLE_BLOOD,2026-08-22,4,False,1.0
1370,34,AB+,PACKED_RED_BLOOD_CELLS,2026-08-28,10,True,1.0
1371,42,O+,PACKED_RED_BLOOD_CELLS,2025-10-03,21,True,1.0
1372,40,A+,PLATELET_CONCENTRATE,2026-06-04,4,False,1.0
1373,10,AB+,PACKED_RED_BLOOD_CELLS,2025-10-26,22,True,1.0
1374,22,A-,FRESH_FROZEN_PLASMA,2026-05-28,23,False,1.0
1375,8,AB+,WHOLE_BLOOD,2026-05-05,22,True,1.0
1376,25,AB-,PACKED_RED_BLOOD_CELLS,2026-04-04,10,True,1.0
1377,32,AB-,PLATELET_CONCENTRATE,2026-02-25,8,False,1.0
1378,50,O-,WHOLE_BLOOD,2026-07-10,19,False,1.0
1379,11,A-,PACKED_RED_BLOOD_CELLS,2026-03-27,25,False,1.0
1380,24,AB+,PLATELET_CONCENTRATE,2026-04-18,9,True,1.0
1381,49,AB+,WHOLE_BLOOD,2025-12-19,12,True,1.0
1382,22,A+,FRESH_FROZEN_PLASMA,2025-11-07,5,False,1.0
1383,16,B+,PLATELET_CONCENTRATE,2026-01-20,8,True,1.0
1384,46,B-,PLATELET_CONCENTRATE,2026-03-14,15,False,1.0
1385,43,A-,WHOLE_BLOOD,2026-04-15,21,True,1.0
1386,31,B-,FRESH_FROZEN_PLASMA,2026-08-26,5,False,1.0
1387,16,AB-,PACKED_RED_BLOOD_CELLS,2026-02-18,15,True,1.0
1388,13,AB-,FRESH_FROZEN_PLASMA,2026-08-05,15,False,1.0
1389,33,O-,WHOLE_BLOOD,2025-10-19,7,True,1.0
1390,18,AB+,WHOLE_BLOOD,2026-06-25,21,True,1.0
1391,22,B+,PLATELET_CONCENTRATE,2026-03-05,25,False,1.0
1392,24,AB-,PLATELET_CONCENTRATE,2025-11-10,22,True,1.0
1393,4,O+,WHOLE_BLOOD,2026-07-12,4,False,1.0
1394,50,A-,PLATELET_CONCENTRATE,2026-02-22,21,False,1.0
1395,5,O+,PACKED_RED_BLOOD_CELLS,2026-02-20,15,False,1.0
1396,41,AB+,FRESH_FROZEN_PLASMA,2026-05-02,12,False,1.0
1397,26,AB-,FRESH_FROZEN_PLASMA,2026-06-07,21,True,1.0
1398,25,O-,WHOLE_BLOOD,2026-05-25,25,True,1.0
1399,38,AB-,PLATELET_CONCENTRATE,2026-01-22,22,True,1.0
1400,43,B+,PACKED_RED_BLOOD_CELLS,2026-07-18,18,True,1.0
1401,33,B+,FRESH_FROZEN_PLASMA,2026-07-23,5,True,1.0
1402,20,B-,FRESH_FROZEN_PLASMA,2026-06-27,10,True,1.0
1403,21,A+,PLATELET_CONCENTRATE,2025-12-02,21,False,1.0
1404,1,O+,FRESH_FROZEN_PLASMA,2025-10-24,20,False,1.0
1405,27,B-,WHOLE_BLOOD,2026-04-25,10,False,1.0
1406,29,O-,PLATELET_CONCENTRATE,2026-03-05,18,True,1.0
1407,35,B-,PACKED_RED_BLOOD_CELLS,2026-05-15,4,False,1.0
1408,40,A+,PACKED_RED_BLOOD_CELLS,2026-02-09,23,False,1.0
1409,8,B+,FRESH_FROZEN_PLASMA,2025-11-03,8,True,1.0
1410,41,A+,FRESH_FROZEN_PLASMA,2026-06-19,24,False,1.0
1411,48,AB-,WHOLE_BLOOD,2026-06-01,11,True,1.0
1412,8,O+,WHOLE_BLOOD,2026-06-27,35,True,1.0
1413,9,B+,PLATELET_CONCENTRATE,2025-09-09,40,True,2.88
1414,10,O+,FRESH_FROZEN_PLASMA,2026-05-24,11,True,1.0
1415,47,B+,PACKED_RED_BLOOD_CELLS,2026-04-13,13,True,1.0
1416,44,B+,PACKED_RED_BLOOD_CELLS,2026-02-13,10,True,1.0
1417,16,O+,PLATELET_CONCENTRATE,2025-11-17,9,True,1.0
1418,18,AB+,PACKED_RED_BLOOD_CELLS,2026-04-16,22,True,1.0
1419,36,B-,FRESH_FROZEN_PLASMA,2025-11-10,4,False,1.0
1420,2,O-,WHOLE_BLOOD,2026-05-29,26,True,1.0
1421,49,B+,PACKED_RED_BLOOD_CELLS,2025-12-31,9,True,1.0
1422,7,AB+,PLATELET_CONCENTRATE,2026-08-17,32,True,2.3
1423,22,A-,PLATELET_CONCENTRATE,2025-11-11,6,False,1.0
1424,44,O+,WHOLE_BLOOD,2025-12-07,22,True,1.0
1425,13,B+,FRESH_FROZEN_PLASMA,2025-10-06,10,False,1.0
1426,11,AB-,PACKED_RED_BLOOD_CELLS,2026-05-13,9,False,1.0
1427,32,A-,PACKED_RED_BLOOD_CELLS,2026-07-05,20,False,1.0
1428,17,O+,WHOLE_BLOOD,2026-07-10,10,False,1.0
1429,40,B+,PACKED_RED_BLOOD_CELLS,2025-12-01,14,False,1.0
1430,27,B+,WHOLE_BLOOD,2025-11-10,11,False,1.0
1431,46,O-,WHOLE_BLOOD,2025-11-26,22,False,1.0
1432,44,O+,FRESH_FROZEN_PLASMA,2026-02-16,28,True,1.0
1433,6,O-,FRESH_FROZEN_PLASMA,2026-09-01,8,False,1.0
1434,18,AB+,PACKED_RED_BLOOD_CELLS,2026-03-31,15,True,1.0
1435,33,O+,PLATELET_CONCENTRATE,2026-02-10,16,True,1.0
1436,48,O-,PLATELET_CONCENTRATE,2025-12-08,22,True,1.0
1437,43,B+,FRESH_FROZEN_PLASMA,2026-07-12,23,True,1.0
1438,5,AB+,FRESH_FROZEN_PLASMA,2025-12-14,5,False,1.0
1439,5,AB+,PLATELET_CONCENTRATE,2026-06-17,19,False,1.0
1440,27,B-,WHOLE_BLOOD,2026-02-09,18,False,1.0
1441,27,AB+,PLATELET_CONCENTRATE,2026-06-28,4,False,1.0
1442,22,O-,FRESH_FROZEN_PLASMA,2026-07-25,24,False,1.0
1443,18,AB-,PLATELET_CONCENTRATE,2025-12-13,25,True,1.0
1444,14,B-,WHOLE_BLOOD,2026-08-28,12,False,1.0
1445,48,A-,PACKED_RED_BLOOD_CELLS,2026-07-14,10,True,1.0
1446,30,A+,PLATELET_CONCENTRATE,2025-09-09,11,True,2.28
1447,6,A+,WHOLE_BLOOD,2025-10-14,7,False,1.0
1448,12,AB-,PACKED_RED_BLOOD_CELLS,2026-03-18,22,True,1.0
1449,30,A-,WHOLE_BLOOD,2026-05-25,17,True,1.0
1450,19,O-,PLATELET_CONCENTRATE,2025-09-30,24,True,3.05
1451,30,B+,PLATELET_CONCENTRATE,2025-12-01,10,True,1.0
1452,6,AB-,WHOLE_BLOOD,2026-05-29,19,False,1.0
1453,20,B+,PLATELET_CONCENTRATE,2025-11-16,21,True,1.0
1454,8,B+,PLATELET_CONCENTRATE,2025-10-30,35,True,2.95
1455,19,AB-,WHOLE_BLOOD,2026-06-24,13,True,1.0
1456,10,AB-,PLATELET_CONCENTRATE,2025-11-10,25,True,1.0
1457,25,AB+,WHOLE_BLOOD,2026-08-28,25,True,1.0
1458,45,A-,PACKED_RED_BLOOD_CELLS,2026-08-17,18,True,1.0
1459,6,AB+,PLATELET_CONCENTRATE,2025-11-05,18,False,1.0
1460,41,A-,PACKED_RED_BLOOD_CELLS,2026-03-11,8,False,1.0
1461,4,AB+,PACKED_RED_BLOOD_CELLS,2026-08-25,21,False,1.0
1462,5,AB+,WHOLE_BLOOD,2026-06-18,17,False,1.0
1463,10,A-,PACKED_RED_BLOOD_CELLS,2025-12-22,15,True,1.0
1464,13,A+,WHOLE_BLOOD,2026-06-12,9,False,1.0
1465,24,O-,FRESH_FROZEN_PLASMA,2025-12-31,14,True,1.0
1466,28,AB-,WHOLE_BLOOD,2026-08-10,17,False,1.0
1467,45,B+,PACKED_RED_BLOOD_CELLS,2026-07-08,4,True,1.0
1468,6,A-,FRESH_FROZEN_PLASMA,2025-11-28,19,False,1.0
1469,19,O-,WHOLE_BLOOD,2026-01-03,26,True,1.0
1470,26,A+,PLATELET_CONCENTRATE,2026-01-31,30,True,1.0
1471,14,B+,PLATELET_CONCENTRATE,2026-05-30,23,False,1.0
1472,40,A+,FRESH_FROZEN_PLASMA,2026-05-15,12,False,1.0
1473,18,B-,PACKED_RED_BLOOD_CELLS,2026-01-31,22,True,1.0
1474,6,AB-,WHOLE_BLOOD,2025-10-07,20,False,1.0
1475,29,B+,FRESH_FROZEN_PLASMA,2026-05-13,15,True,1.0
1476,23,A+,FRESH_FROZEN_PLASMA,2026-01-14,8,True,1.0
1477,42,A+,FRESH_FROZEN_PLASMA,2026-03-01,12,True,1.0
1478,20,B+,WHOLE_BLOOD,2026-06-03,13,True,1.0
1479,36,A-,PLATELET_CONCENTRATE,2026-05-27,15,False,1.0
1480,42,AB-,FRESH_FROZEN_PLASMA,2026-02-25,11,True,1.0
1481,46,AB+,WHOLE_BLOOD,2025-12-07,22,False,1.0
1482,9,O-,WHOLE_BLOOD,2026-07-05,23,False,1.0
1483,24,AB+,PLATELET_CONCENTRATE,2025-09-24,44,True,2.0
1484,17,AB-,FRESH_FROZEN_PLASMA,2026-05-03,9,False,1.0
1485,16,B+,FRESH_FROZEN_PLASMA,2026-03-09,4,True,1.0
1486,42,O-,FRESH_FROZEN_PLASMA,2025-12-22,11,True,1.0
1487,20,B+,FRESH_FROZEN_PLASMA,2026-07-24,22,True,1.0
1488,19,B+,PACKED_RED_BLOOD_CELLS,2026-07-30,23,True,1.0
1489,47,O+,PLATELET_CONCENTRATE,2026-02-20,25,True,1.0
1490,32,B-,FRESH_FROZEN_PLASMA,2025-11-29,12,False,1.0
1491,6,B-,PACKED_RED_BLOOD_CELLS,2026-03-13,22,False,1.0
1492,36,O+,WHOLE_BLOOD,2026-04-08,18,False,1.0
1493,17,O+,PACKED_RED_BLOOD_CELLS,2026-06-24,17,False,1.0
1494,26,B-,WHOLE_BLOOD,2025-12-30,8,True,1.0
1495,33,O+,PLATELET_CONCENTRATE,2026-03-06,28,True,1.0
1496,20,B+,PACKED_RED_BLOOD_CELLS,2025-12-06,10,True,1.0
1497,17,B+,FRESH_FROZEN_PLASMA,2026-02-12,8,False,1.0
1498,11,A-,WHOLE_BLOOD,2025-11-10,13,False,1.0
1499,19,A+,PACKED_RED_BLOOD_CELLS,2026-01-22,26,True,1.0
1500,10,B+,PLATELET_CONCENTRATE,2025-12-06,13,True,1.0
1501,37,B-,PACKED_RED_BLOOD_CELLS,2026-02-13,14,True,1.0
1502,39,A-,PACKED_RED_BLOOD_CELLS,2026-03-14,5,False,1.0
1503,49,AB+,WHOLE_BLOOD,2026-08-09,21,True,1.0
1504,7,B-,FRESH_FROZEN_PLASMA,2026-03-23,24,False,1.0
1505,5,AB-,WHOLE_BLOOD,2025-11-19,13,False,1.0
1506,34,O-,PLATELET_CONCENTRATE,2025-12-28,32,True,1.0
1507,36,AB-,WHOLE_BLOOD,2026-07-28,25,False,1.0
1508,39,AB+,PLATELET_CONCENTRATE,2025-09-21,21,True,1.93
1509,8,AB-,PACKED_RED_BLOOD_CELLS,2026-09-04,5,True,1.0
1510,3,O+,FRESH_FROZEN_PLASMA,2025-12-28,25,False,1.0
1511,35,A-,WHOLE_BLOOD,2026-05-01,25,False,1.0
1512,24,B+,WHOLE_BLOOD,2026-05-09,19,True,1.0
1513,33,AB+,FRESH_FROZEN_PLASMA,2025-10-25,4,True,1.0
1514,4,O-,FRESH_FROZEN_PLASMA,2026-04-24,7,False,1.0
1515,25,AB+,WHOLE_BLOOD,2026-08-04,4,True,1.0
1516,13,AB+,PACKED_RED_BLOOD_CELLS,2026-01-31,8,False,1.0
1517,46,AB+,WHOLE_BLOOD,2026-06-27,22,False,1.0
1518,44,B-,FRESH_FROZEN_PLASMA,2026-04-07,7,True,1.0
1519,37,O+,WHOLE_BLOOD,2026-05-14,19,True,1.0
1520,23,AB+,FRESH_FROZEN_PLASMA,2026-06-12,10,True,1.0
1521,15,A+,PACKED_RED_BLOOD_CELLS,2026-01-21,11,False,1.0
1522,15,A-,WHOLE_BLOOD,2026-02-26,10,False,1.0
1523,22,O-,PACKED_RED_BLOOD_CELLS,2025-11-30,9,False,1.0
1524,27,O-,PLATELET_CONCENTRATE,2026-01-29,12,False,1.0
1525,13,AB+,WHOLE_BLOOD,2025-09-15,25,False,1.0
1526,28,O-,FRESH_FROZEN_PLASMA,2026-05-08,7,False,1.0
1527,28,AB-,WHOLE_BLOOD,2026-08-05,21,False,1.0
1528,27,A+,PACKED_RED_BLOOD_CELLS,2026-05-18,18,False,1.0
1529,35,AB-,PACKED_RED_BLOOD_CELLS,2026-05-14,19,False,1.0
1530,17,B+,PACKED_RED_BLOOD_CELLS,2026-02-23,17,False,1.0
1531,29,B-,FRESH_FROZEN_PLASMA,2025-11-22,17,True,1.0
1532,1,B+,PLATELET_CONCENTRATE,2025-09-20,52,True,2.77
1533,20,O+,PLATELET_CONCENTRATE,2026-07-13,32,True,2.04
1534,1,O+,PACKED_RED_BLOOD_CELLS,2026-02-10,8,False,1.0
1535,17,B+,PACKED_RED_BLOOD_CELLS,2026-01-18,16,False,1.0
1536,27,AB-,PACKED_RED_BLOOD_CELLS,2026-06-13,21,False,1.0
1537,10,B+,PLATELET_CONCENTRATE,2025-12-05,17,True,1.0
1538,5,AB-,WHOLE_BLOOD,2026-04-11,22,False,1.0
1539,26,A+,FRESH_FROZEN_PLASMA,2026-09-07,30,True,1.0
1540,41,AB-,PLATELET_CONCENTRATE,2025-11-24,14,False,1.0
1541,17,A-,WHOLE_BLOOD,2026-07-26,4,False,1.0
1542,38,AB+,PACKED_RED_BLOOD_CELLS,2026-06-20,12,True,1.0
1543,13,B+,PLATELET_CONCENTRATE,2026-08-31,34,True,2.47
1544,12,B-,PACKED_RED_BLOOD_CELLS,2026-07-14,14,True,1.0
1545,13,A-,PLATELET_CONCENTRATE,2025-10-28,47,True,2.8
1546,36,AB+,PLATELET_CONCENTRATE,2026-08-22,48,True,2.4
1547,5,O-,PACKED_RED_BLOOD_CELLS,2026-08-02,22,False,1.0
1548,31,O-,PACKED_RED_BLOOD_CELLS,2026-03-13,10,False,1.0
1549,3,AB+,PLATELET_CONCENTRATE,2025-09-19,38,True,3.19
1550,7,A-,FRESH_FROZEN_PLASMA,2026-04-18,23,False,1.0
1551,22,A+,WHOLE_BLOOD,2026-02-19,8,False,1.0
1552,27,O-,FRESH_FROZEN_PLASMA,2026-06-24,19,False,1.0
1553,25,A+,PLATELET_CONCENTRATE,2026-08-12,53,True,2.95
1554,8,O+,WHOLE_BLOOD,2026-09-03,25,True,1.0
1555,9,A+,PACKED_RED_BLOOD_CELLS,2026-05-06,4,False,1.0
1556,31,O+,PACKED_RED_BLOOD_CELLS,2026-09-02,7,False,1.0
1557,47,O-,PLATELET_CONCENTRATE,2026-01-27,8,True,1.0
1558,3,B+,FRESH_FROZEN_PLASMA,2026-04-06,10,False,1.0
1559,4,O-,PACKED_RED_BLOOD_CELLS,2026-01-03,12,False,1.0
1560,27,B+,FRESH_FROZEN_PLASMA,2026-05-30,5,False,1.0
1561,42,A-,FRESH_FROZEN_PLASMA,2025-10-16,17,True,1.0
1562,45,O+,WHOLE_BLOOD,2026-05-11,12,True,1.0
1563,3,AB-,PLATELET_CONCENTRATE,2026-05-30,4,False,1.0
1564,9,A+,WHOLE_BLOOD,2026-03-23,6,False,1.0
1565,21,O+,PACKED_RED_BLOOD_CELLS,2025-10-20,19,False,1.0
1566,25,AB-,FRESH_FROZEN_PLASMA,2026-04-15,10,True,1.0
1567,1,AB+,FRESH_FROZEN_PLASMA,2026-05-21,24,False,1.0
1568,13,AB+,WHOLE_BLOOD,2025-09-19,6,False,1.0
